start_time,end_time,goes_class
2014-10-26 19:59:00,2014-10-26 20:45:00,M2.4
2014-10-27 00:06:00,2014-10-27 00:44:00,M7.1
2014-10-27 01:44:00,2014-10-27 02:11:00,M1.0
2014-10-27 03:35:00,2014-10-27 03:48:00,M1.3
2014-10-27 09:59:00,2014-10-27 10:26:00,M6.7
2014-10-27 17:33:00,2014-10-27 17:47:00,M1.4
2014-10-28 02:15:00,2014-10-28 03:08:00,M3.4
2014-10-28 03:23:00,2014-10-28 03:41:00,M6.6
2014-10-28 13:54:00,2014-10-28 14:23:00,M1.6
2014-10-29 06:03:00,2014-10-29 08:52:00,M1.0
2014-10-29 09:54:00,2014-10-29 10:06:00,M1.2
2014-10-29 14:24:00,2014-10-29 14:51:00,M1.4
2014-10-29 16:06:00,2014-10-29 16:33:00,M1.0
2014-10-29 18:47:00,2014-10-29 18:52:00,M1.3
2014-10-29 21:18:00,2014-10-29 21:25:00,M2.3
2014-10-30 00:34:00,2014-10-30 00:40:00,M1.3
2014-10-30 01:19:00,2014-10-30 01:56:00,M3.5
2014-11-03 11:23:00,2014-11-03 12:17:00,M2.2
2014-11-03 22:15:00,2014-11-03 22:53:00,M6.5
2014-11-04 07:59:00,2014-11-04 08:51:00,M2.6
2014-11-04 08:52:00,2014-11-04 09:13:00,M2.3
2014-11-05 09:26:00,2014-11-05 09:55:00,M7.9
2014-11-05 18:50:00,2014-11-05 20:15:00,M2.9
2014-11-06 01:29:00,2014-11-06 01:54:00,M3.2
2014-11-06 21:53:00,2014-11-06 22:34:00,M2.5
2014-11-07 02:05:00,2014-11-07 03:32:00,M2.7
2014-11-07 04:12:00,2014-11-07 04:38:00,M2.0
2014-11-07 10:13:00,2014-11-07 10:30:00,M1.0
2014-11-09 15:24:00,2014-11-09 15:38:00,M2.3
2014-11-15 11:40:00,2014-11-15 12:10:00,M3.2
2014-11-15 20:38:00,2014-11-15 20:50:00,M3.7
2014-11-16 17:35:00,2014-11-16 17:57:00,M5.7
2014-12-01 06:26:00,2014-12-01 06:59:00,M1.8
2014-12-04 08:00:00,2014-12-04 08:21:00,M1.3
2014-12-04 18:05:00,2014-12-04 18:56:00,M6.1
2014-12-04 19:38:00,2014-12-04 19:44:00,M1.3
2014-12-05 11:33:00,2014-12-05 12:47:00,M1.5
2014-12-13 05:13:00,2014-12-13 05:25:00,M1.5
2014-12-14 19:25:00,2014-12-14 19:39:00,M1.6
2014-12-17 00:57:00,2014-12-17 01:20:00,M1.5
2014-12-17 01:41:00,2014-12-17 01:57:00,M1.1
2014-12-17 04:25:00,2014-12-17 05:20:00,M8.7
2014-12-17 18:54:00,2014-12-17 19:20:00,M1.4
2014-12-18 21:41:00,2014-12-18 22:25:00,M6.9
2014-12-19 09:31:00,2014-12-19 09:54:00,M1.3
2014-12-21 07:18:00,2014-12-21 07:51:00,M1.2
2014-12-21 11:24:00,2014-12-21 12:57:00,M1.0
2014-12-22 01:33:00,2014-12-22 01:59:00,M1.0
2014-12-27 02:03:00,2014-12-27 02:24:00,M2.2
2015-01-03 09:40:00,2015-01-03 09:50:00,M1.1
2015-01-04 15:18:00,2015-01-04 15:53:00,M1.3
2015-01-13 04:13:00,2015-01-13 04:38:00,M5.6
2015-01-13 04:46:00,2015-01-13 05:10:00,M4.9
2015-01-14 12:30:00,2015-01-14 13:08:00,M2.2
2015-01-22 04:43:00,2015-01-22 05:02:00,M1.4
2015-01-26 16:46:00,2015-01-26 16:58:00,M1.1
2015-01-28 04:21:00,2015-01-28 04:55:00,M1.4
2015-01-28 21:32:00,2015-01-28 21:40:00,M1.0
2015-01-29 11:32:00,2015-01-29 11:52:00,M2.1
2015-01-30 00:32:00,2015-01-30 01:02:00,M2.0
2015-01-30 05:29:00,2015-01-30 06:35:00,M1.7
2015-01-30 12:10:00,2015-01-30 12:21:00,M2.4
2015-02-04 02:08:00,2015-02-04 02:21:00,M1.2
2015-02-09 22:59:00,2015-02-10 00:14:00,M2.4
2015-03-02 06:31:00,2015-03-02 06:44:00,M1.0
2015-03-02 08:52:00,2015-03-02 09:58:00,M1.1
2015-03-02 09:37:00,2015-03-02 09:58:00,M1.1
2015-03-02 15:10:00,2015-03-02 15:37:00,M3.7
2015-03-02 19:21:00,2015-03-02 19:36:00,M4.1
2015-03-03 01:25:00,2015-03-03 01:42:00,M8.2
2015-03-05 17:06:00,2015-03-05 18:26:00,M1.2
2015-03-06 04:14:00,2015-03-06 05:27:00,M3.0
2015-03-06 06:55:00,2015-03-06 08:28:00,M1.5
2015-03-07 21:45:00,2015-03-07 22:58:00,M9.2
2015-03-09 14:22:00,2015-03-09 14:37:00,M4.5
2015-03-09 23:29:00,2015-03-10 00:12:00,M5.8
2015-03-10 03:19:00,2015-03-10 03:28:00,M5.1
2015-03-10 23:46:00,2015-03-11 00:06:00,M2.9
2015-03-11 07:10:00,2015-03-11 07:43:00,M1.8
2015-03-11 07:51:00,2015-03-11 08:03:00,M2.6
2015-03-11 18:37:00,2015-03-11 18:57:00,M1.0
2015-03-12 04:41:00,2015-03-12 04:50:00,M3.2
2015-03-12 11:38:00,2015-03-12 12:02:00,M1.6
2015-03-12 12:09:00,2015-03-12 12:18:00,M1.4
2015-03-12 13:50:00,2015-03-12 14:13:00,M4.2
2015-03-12 21:44:00,2015-03-12 21:56:00,M2.7
2015-03-13 03:47:00,2015-03-13 04:16:00,M1.2
2015-03-13 05:49:00,2015-03-13 06:12:00,M1.8
2015-03-14 04:23:00,2015-03-14 04:54:00,M1.3
2015-03-15 09:36:00,2015-03-15 09:46:00,M1.0
2015-03-15 22:42:00,2015-03-15 23:38:00,M1.2
2015-03-16 10:39:00,2015-03-16 11:17:00,M1.6
2015-03-17 22:49:00,2015-03-17 23:48:00,M1.0
2015-04-08 14:37:00,2015-04-08 14:47:00,M1.4
2015-04-12 08:51:00,2015-04-12 10:44:00,M1.1
2015-04-21 07:08:00,2015-04-21 07:27:00,M1.0
2015-04-21 11:49:00,2015-04-21 12:02:00,M2.2
2015-04-21 15:24:00,2015-04-21 15:51:00,M4.0
2015-04-21 16:55:00,2015-04-21 17:09:00,M2.1
2015-04-21 21:39:00,2015-04-21 21:55:00,M1.8
2015-04-22 08:30:00,2015-04-22 08:58:00,M1.1
2015-04-23 09:18:00,2015-04-23 11:10:00,M1.1
2015-05-05 09:42:00,2015-05-05 09:51:00,M1.9
2015-05-05 13:45:00,2015-05-05 13:56:00,M1.2
2015-05-05 14:19:00,2015-05-05 14:32:00,M1.3
2015-05-05 17:12:00,2015-05-05 17:30:00,M2.6
2015-05-06 11:45:00,2015-05-06 11:51:00,M1.9
2015-06-11 08:49:00,2015-06-11 08:59:00,M1.0
2015-06-13 07:20:00,2015-06-13 07:47:00,M1.3
2015-06-14 00:52:00,2015-06-14 01:09:00,M2.0
2015-06-18 00:33:00,2015-06-18 01:55:00,M1.2
2015-06-18 16:30:00,2015-06-18 18:25:00,M3.0
2015-06-20 06:28:00,2015-06-20 07:09:00,M1.0
2015-06-21 01:02:00,2015-06-21 02:00:00,M2.0
2015-06-21 02:04:00,2015-06-21 03:11:00,M2.7
2015-06-21 02:06:00,2015-06-21 03:02:00,M2.6
2015-06-21 09:38:00,2015-06-21 09:50:00,M3.8
2015-06-21 18:10:00,2015-06-21 18:28:00,M1.1
2015-06-22 17:39:00,2015-06-22 18:51:00,M6.5
2015-06-25 08:02:00,2015-06-25 09:05:00,M7.9
2015-07-03 12:47:00,2015-07-03 12:53:00,M1.5
2015-07-06 08:24:00,2015-07-06 08:59:00,M1.0
2015-07-06 20:32:00,2015-07-06 20:50:00,M1.7
2015-08-21 01:56:00,2015-08-21 02:37:00,M1.2
2015-08-21 09:34:00,2015-08-21 10:07:00,M1.4
2015-08-21 19:10:00,2015-08-21 20:50:00,M1.1
2015-08-22 06:39:00,2015-08-22 06:59:00,M1.2
2015-08-22 13:17:00,2015-08-22 13:29:00,M2.2
2015-08-22 21:19:00,2015-08-22 21:28:00,M3.5
2015-08-24 07:26:00,2015-08-24 07:35:00,M5.6
2015-08-24 17:40:00,2015-08-24 17:49:00,M1.0
2015-08-27 04:48:00,2015-08-27 06:03:00,M2.9
2015-08-28 13:04:00,2015-08-28 13:23:00,M2.2
2015-08-28 18:56:00,2015-08-28 19:06:00,M2.1
2015-08-30 02:01:00,2015-08-30 04:23:00,M1.4
2015-09-17 09:34:00,2015-09-17 09:45:00,M1.1
2015-09-20 04:55:00,2015-09-20 05:17:00,M1.5
2015-09-20 17:32:00,2015-09-20 18:29:00,M2.1
2015-09-27 10:20:00,2015-09-27 10:46:00,M1.9
2015-09-27 20:54:00,2015-09-27 21:15:00,M1.0
2015-09-28 03:45:00,2015-09-28 03:59:00,M3.6
2015-09-28 07:27:00,2015-09-28 07:46:00,M1.1
2015-09-28 13:01:00,2015-09-28 13:29:00,M1.1
2015-09-28 14:53:00,2015-09-28 15:03:00,M7.6
2015-09-29 03:11:00,2015-09-29 03:31:00,M1.2
2015-09-29 03:41:00,2015-09-29 03:53:00,M1.1
2015-09-29 05:05:00,2015-09-29 05:23:00,M2.9
2015-09-29 05:33:00,2015-09-29 05:39:00,M1.2
2015-09-29 05:53:00,2015-09-29 06:04:00,M1.0
2015-09-29 06:39:00,2015-09-29 06:46:00,M1.4
2015-09-29 08:46:00,2015-09-29 08:55:00,M1.3
2015-09-29 11:09:00,2015-09-29 11:20:00,M1.6
2015-09-29 19:20:00,2015-09-29 19:27:00,M1.1
2015-09-30 10:49:00,2015-09-30 11:13:00,M1.3
2015-09-30 13:18:00,2015-09-30 13:21:00,M1.1
2015-10-01 13:03:00,2015-10-01 13:14:00,M4.5
2015-10-02 00:06:00,2015-10-02 00:17:00,M5.5
2015-10-02 12:19:00,2015-10-02 12:31:00,M1.0
2015-10-02 17:08:00,2015-10-02 17:23:00,M1.0
2015-10-04 02:34:00,2015-10-04 02:48:00,M1.0
2015-10-15 23:27:00,2015-10-15 23:37:00,M1.1
2015-10-16 06:11:00,2015-10-16 06:20:00,M1.1
2015-10-17 20:09:00,2015-10-17 20:28:00,M1.1
2015-10-17 20:35:00,2015-10-17 20:46:00,M1.5
2015-10-31 17:48:00,2015-10-31 17:55:00,M1.0
2015-11-04 03:20:00,2015-11-04 03:29:00,M1.9
2015-11-04 11:55:00,2015-11-04 12:06:00,M2.5
2015-11-04 13:31:00,2015-11-04 14:13:00,M3.7
2015-11-09 12:49:00,2015-11-09 13:28:00,M3.9
2015-12-21 00:52:00,2015-12-21 01:11:00,M2.8
2015-12-21 10:09:00,2015-12-21 10:32:00,M1.1
2015-12-22 03:15:00,2015-12-22 03:48:00,M1.6
2015-12-23 00:23:00,2015-12-23 00:52:00,M4.7
2015-12-24 01:49:00,2015-12-24 02:22:00,M1.1
2015-12-28 11:20:00,2015-12-28 14:09:00,M1.8
2016-01-01 23:10:00,2016-01-02 01:01:00,M2.3
2016-02-12 10:36:00,2016-02-12 10:53:00,M1.0
2016-02-13 15:16:00,2016-02-13 15:26:00,M1.8
2016-02-14 19:18:00,2016-02-14 19:29:00,M1.0
2016-02-15 10:41:00,2016-02-15 11:06:00,M1.1
2016-04-18 00:14:00,2016-04-18 00:39:00,M6.7
2016-07-21 00:42:00,2016-07-21 00:50:00,M1.2
2016-07-21 01:34:00,2016-07-21 02:04:00,M1.0
2016-07-23 01:46:00,2016-07-23 02:23:00,M5.0
2016-07-23 05:00:00,2016-07-23 05:24:00,M7.6
2016-07-23 05:27:00,2016-07-23 05:33:00,M5.5
2016-07-24 06:09:00,2016-07-24 06:32:00,M2.0
2016-07-24 17:30:00,2016-07-24 18:12:00,M1.9
2016-11-29 17:19:00,2016-11-29 17:26:00,M1.0
2016-11-29 23:29:00,2016-11-29 23:40:00,M1.2
2017-04-01 21:35:00,2017-04-01 22:05:00,M4.4
2017-04-02 12:52:00,2017-04-02 13:11:00,M2.3
2017-04-02 18:18:00,2017-04-02 19:28:00,M2.1
2017-04-02 20:26:00,2017-04-02 20:38:00,M5.7
2017-04-03 00:56:00,2017-04-03 01:12:00,M1.2
2017-04-03 14:19:00,2017-04-03 14:34:00,M5.8
2017-07-09 03:09:00,2017-07-09 03:37:00,M1.3
2017-07-14 01:07:00,2017-07-14 03:24:00,M2.4
2017-08-20 01:36:00,2017-08-20 02:03:00,M1.1
2017-09-04 05:36:00,2017-09-04 06:05:00,M1.2
2017-09-04 15:11:00,2017-09-04 15:33:00,M1.5
2017-09-04 18:05:00,2017-09-04 18:31:00,M1.0
2017-09-04 18:46:00,2017-09-04 19:52:00,M1.7
2017-09-04 19:59:00,2017-09-04 20:06:00,M1.5
2017-09-04 20:28:00,2017-09-04 20:37:00,M5.5
2017-09-04 22:10:00,2017-09-04 22:19:00,M2.1
2017-09-05 01:03:00,2017-09-05 01:11:00,M4.2
2017-09-05 03:42:00,2017-09-05 04:04:00,M1.0
2017-09-05 04:33:00,2017-09-05 05:07:00,M3.2
2017-09-05 17:37:00,2017-09-05 17:51:00,M2.3
2017-09-06 15:51:00,2017-09-06 16:03:00,M2.5
2017-09-06 19:21:00,2017-09-06 19:35:00,M1.4
2017-09-07 04:59:00,2017-09-07 05:08:00,M2.4
2017-09-07 09:49:00,2017-09-07 09:58:00,M1.4
2017-09-07 10:11:00,2017-09-07 10:18:00,M7.3
2017-09-07 23:50:00,2017-09-08 00:14:00,M3.9
2017-09-08 02:19:00,2017-09-08 02:29:00,M1.3
2017-09-08 03:39:00,2017-09-08 03:45:00,M1.2
2017-09-08 07:40:00,2017-09-08 07:58:00,M8.1
2017-09-08 15:09:00,2017-09-08 16:04:00,M2.9
2017-09-08 23:33:00,2017-09-08 23:56:00,M2.1
2017-09-09 04:14:00,2017-09-09 04:43:00,M1.1
2017-09-09 10:50:00,2017-09-09 11:42:00,M3.7
2017-09-09 22:04:00,2017-09-10 00:41:00,M1.1
2017-10-20 23:10:00,2017-10-20 23:37:00,M1.1
